code	athletes	athletes_codes
ATHX4X400M--NED01	"['KLEIN IKKINK Isaya', 'OMALLA Eugene', 'BOL Femke', 'KLAVER Lieke', 'PEETERS Cathelijn', 'BOERS Isayah']"	"['1972116', '1972234', '1972078', '1972115', '1972240', '1972077']"
ATHX4X400M--NGR01	"['ADEYEMI Sikiru Adewale', 'NWACHUKWU Dubem', 'OGAZI Samuel', 'OJELI Ifeanyi Emmanuel', 'GEORGE Patience Okon', 'OGUNMAKINJU Omolara', 'ONOJUVWEVWO Ella']"	"['1933415', '1929215', '1986723', '1928533', '1932972', '1926392', '1928916']"
ATHX4X400M--POL01	"['BOGACZYNSKI Igor', 'SZWED Maksymilian', 'ZALEWSKI Karol', 'BAUMGART-WITAN Iga', 'FORMELLA Aleksandra', 'POPOWICZ-DRAPALA Marika', 'SWIETY-ERSETIC Justyna', 'WRONA-KUTRZEPA Alicja']"	"['1573055', '1573014', '1573185', '1573051', '1573084', '1572997', '1573012', '1573025']"
ATHX4X400M--SUI01	"['DEVANTAY Charles', 'PETRUCCIANI Ricky', 'SPITZ Lionel', 'GIGER Yasmin', 'NIEDERBERGER Julia', 'SENN Giulia']"	"['1976491', '1977778', '1977868', '1976537', '1977773', '1977861']"
ATHX4X400M--UKR01	"['BUTRYM Vitalii', 'DANYLENKO Danylo', 'POHORILKO Oleksandr', 'MELNYK Tetyana', 'SHOSTAK Maryana']"	"['3564160', '1571586', '1571562', '1571529', '1571548']"
ATHX4X400M--USA01	"['DEADMON Bryce', 'NORWOOD Vernon', 'WILSON Quincy', 'BROWN Kaylyn', 'LITTLE Shamier', 'WHITTAKER Isabella']"	"['1960590', '1960111', '4979564', '1960650', '1960179', '4979557']"
BDMMDOUBLES-CAN01	"['DONG Adam', 'YAKURA Nyl']"	"['1958811', '1958804']"
BDMMDOUBLES-CHN01	"['LIU Yu Chen', 'OU Xuan Yi']"	"['1913425', '1913426']"
BDMMDOUBLES-CHN02	"['LIANG Wei Keng', 'WANG Chang']"	"['1913424', '1913429']"
BDMMDOUBLES-CZE01	"['KRAL Ondrej', 'MENDREK Adam']"	"['1942364', '1942362']"
BDMMDOUBLES-DEN01	"['ASTRUP Kim', 'RASMUSSEN Anders Skaarup']"	"['1888998', '1888999']"
BDMMDOUBLES-FRA01	"['POPOV Christo', 'POPOV Toma Junior']"	"['1935086', '1935085']"
BDMMDOUBLES-FRA02	"['CORVEE Lucas', 'LABAR Ronan']"	"['1935083', '1935084']"
BDMMDOUBLES-GBR01	"['LANE Ben', 'VENDY Sean']"	"['1895939', '1895945']"
BDMMDOUBLES-GER01	"['LAMSFUSS Mark', 'SEIDEL Marvin']"	"['1556646', '1556649']"
BDMMDOUBLES-INA01	"['ALFIAN Fajar', 'ARDIANTO Muhammad Rian']"	"['1926309', '1926326']"
BDMMDOUBLES-IND01	"['RANKIREDDY Satwiksairaj', 'SHETTY Chirag']"	"['1539123', '1539125']"
BDMMDOUBLES-JPN01	"['HOKI Takuro', 'KOBAYASHI Yugo']"	"['1541623', '1541624']"
BDMMDOUBLES-KOR01	"['KANG Min Hyuk', 'SEO Seung Jae']"	"['1891503', '1891511']"
BDMMDOUBLES-MAS01	"['CHIA Aaron', 'SOH Wooi Yik']"	"['1566564', '1569961']"
BDMMDOUBLES-THA01	"['JOMKOH Supak', 'KEDREN Kittinupong']"	"['1926300', '1926303']"
BDMMDOUBLES-TPE01	"['LEE Yang', 'WANG Chi-Lin']"	"['1570107', '1570105']"
BDMMDOUBLES-USA01	"['CHIU Vinson', 'YUAN Joshua']"	"['1955623', '1955630']"
BDMWDOUBLES-AUS01	"['MAPASA Setyana', 'YU Angela']"	"['1939667', '1939664']"
BDMWDOUBLES-BUL01	"['STOEVA Gabriela', 'STOEVA Stefani']"	"['1551324', '1551316']"
BDMWDOUBLES-CHN01	"['LIU Sheng Shu', 'TAN Ning']"	"['1913441', '1913442']"
BDMWDOUBLES-CHN02	"['CHEN Qing Chen', 'JIA Yi Fan']"	"['1913438', '1913439']"
BDMWDOUBLES-DEN01	"['FRUERGAARD Maiken', 'THYGESEN Sara']"	"['1889000', '1889001']"
BDMWDOUBLES-FRA01	"['LAMBERT Margot', 'TRAN Anne']"	"['1935078', '1935079']"
BDMWDOUBLES-HKG01	"['YEUNG Nga Ting', 'YEUNG Pui Lam']"	"['1925171', '1925172']"
BDMWDOUBLES-INA01	"['RAHAYU Apriyani', 'RAMADHANTI Siti Fadia Silva']"	"['1926295', '1926341']"
BDMWDOUBLES-IND01	"['CRASTO Tanisha', 'PONNAPPA Ashwini']"	"['1539183', '1539188']"
BDMWDOUBLES-JPN01	"['MATSUYAMA Nami', 'SHIDA Chiharu']"	"['1541630', '1541629']"
BDMWDOUBLES-JPN02	"['MATSUMOTO Mayu', 'NAGAHARA Wakana']"	"['1541618', '1541617']"
BDMWDOUBLES-KOR01	"['BAEK Ha Na', 'LEE So Hee']"	"['1891499', '1891510']"
BDMWDOUBLES-KOR02	"['KIM So Yeong', 'KONG Hee Yong']"	"['1891506', '1891508']"
BDMWDOUBLES-MAS01	"['TAN Pearly', 'THINAAH Muralitharan']"	"['1569941', '1887767']"
BDMWDOUBLES-THA01	"['KITITHARAKUL Jongkolphan', 'PRAJONGJAI Rawinda']"	"['1926336', '1926339']"
BDMWDOUBLES-USA01	"['XU Annie', 'XU Kerry']"	"['1955629', '1955582']"
BDMXDOUBLES-ALG01	"['MAMMERI Koceila', 'MAMMERI Tanina Violette']"	"['1969815', '1969800']"
BDMXDOUBLES-CHN01	"['FENG Yan Zhe', 'HUANG Dong Ping']"	"['1913416', '1913431']"
BDMXDOUBLES-CHN02	"['ZHENG Si Wei', 'HUANG Ya Qiong']"	"['1913418', '1913432']"
BDMXDOUBLES-DEN01	"['CHRISTIANSEN Mathias', 'BOEJE Alexandra']"	"['1889002', '1889003']"
BDMXDOUBLES-FRA01	"['GICQUEL Thom', 'DELRUE Delphine']"	"['1935087', '1935080']"
BDMXDOUBLES-HKG01	"['TANG Chun Man', 'TSE Ying Suet']"	"['1925167', '1925170']"
BDMXDOUBLES-INA01	"['RIVALDY Rinov', 'MENTARI Pitha Haningtyas']"	"['1926334', '1926331']"
BDMXDOUBLES-JPN01	"['WATANABE Yuta', 'HIGASHINO Arisa']"	"['1541614', '1541619']"
BDMXDOUBLES-KOR01	"['SEO Seung Jae', 'CHAE Yu Jung']"	"['1891511', '1891500']"
BDMXDOUBLES-KOR02	"['KIM Won Ho', 'JEONG Na Eun']"	"['1891507', '1891502']"
BDMXDOUBLES-MAS01	"['CHEN Tang Jie', 'TOH Ee Wei']"	"['1566608', '1887771']"
BDMXDOUBLES-NED01	"['TABELING Robin', 'PIEK Selena']"	"['1933369', '1933366']"
BDMXDOUBLES-SGP01	"['HEE Yong Kai Terry', 'TAN Wei Han Jessica']"	"['1536649', '1536650']"
BDMXDOUBLES-THA01	"['PUAVARANUKROH Dechapol', 'TAERATTANACHAI Sapsiree']"	"['1926307', '1926342']"
BDMXDOUBLES-TPE01	"['YE Hong Wei', 'LEE Chia Hsin']"	"['1570155', '1572094']"
BDMXDOUBLES-USA01	"['CHIU Vinson', 'GAI Jennie']"	"['1955623', '1955625']"
BK3MTEAM3---CHN01	"['LU Wenbo', 'ZHANG Ning', 'ZHAO Jiaren', 'ZHU Yuanbo']"	"['1901713', '1901709', '1901716', '1901710']"
BK3MTEAM3---FRA01	"['VERGIAT Timothe', 'SEGUELA Franck', 'DUSSOULIER Lucas', 'RAMBAUT Jules']"	"['1568595', '1568603', '1568606', '1568608']"
BK3MTEAM3---LAT01	"['MIEZIS Nauris', 'LASMANIS Karlis', 'LACIS Francis', 'RAIMO Zigmars']"	"['1942536', '1942535', '1942534', '1942539']"
BK3MTEAM3---LTU01	"['DZIAUGYS Evaldas', 'MATULIS Gintautas', 'PUKELIS Aurelijus', 'VINGELIS Sarunas']"	"['1943480', '1943486', '1943471', '1943515']"
BK3MTEAM3---NED01	"['SLAGTER Arvin', 'de JONG Worthy', 'van der HORST Dimeo', 'DRIESSEN Jan']"	"['1970800', '1970792', '1970796', '1970797']"
BK3MTEAM3---POL01	"['BOGUCKI Adrian', 'MATCZAK Filip', 'SOKOLOWSKI Michal', 'ZAMOJSKI Przemyslaw']"	"['1894235', '1894333', '1894356', '1894146']"
BK3MTEAM3---SRB01	"['MAJSTOROVIC Dejan', 'STOJACIC Strahinja', 'BRANKOVIC Marko', 'VASIC Mihailo']"	"['1947658', '1947659', '1947656', '1947661']"
BK3MTEAM3---USA01	"['MADDOX Kareem', 'FREDETTE Jimmer', 'TRAVIS Dylan', 'BARRY Canyon']"	"['1954779', '1954772', '1954784', '1954765']"
BK3WTEAM3---AUS01	"['WILSON Alex', 'MALEY Anneli', 'MANSFIELD Lauren', 'WHITTLE Marena']"	"['1939944', '1939947', '1939961', '1939963']"
BK3WTEAM3---AZE01	"['HAYES Tiffany', 'MOLLENHAUER Alexandra', 'ULYANOVA Dina', 'WALKER Marcedes']"	"['1963386', '1963384', '1963383', '1963385']"
BK3WTEAM3---CAN01	"['PLOUFFE Katherine', 'PLOUFFE Michelle', 'BOSCH Kacie', 'CROZON Paige']"	"['1974999', '1975000', '1974933', '1974944']"
BK3WTEAM3---CHN01	"['WANG Lili', 'ZHANG Zhiting', 'WAN Jiyuan', 'CHEN Mingling']"	"['1901737', '1901733', '1901727', '1901732']"
BK3WTEAM3---ESP01	"['ALONSO Gracia', 'YGUERAVIDE Sandra', 'GIMENO Vega', 'CAMILION Juana']"	"['1958461', '1958573', '1958504', '1958475']"
BK3WTEAM3---FRA01	"['GUAPO Laetitia', 'LIMOUZIN Hortense', 'PAGET Marie Eve', 'DJEKOUNDADE Myriam']"	"['1571078', '1571080', '1571082', '1571084']"
BK3WTEAM3---GER01	"['BRUNCKHORST Svenja', 'GREINACHER Sonja', 'REICHERT Marie', 'MEVIUS Elisa']"	"['1898807', '1898816', '1898835', '1898870']"
BK3WTEAM3---USA01	"['HAMBY Dearica', 'BURDICK Cierra', 'van LITH Hailey', 'HOWARD Rhyne']"	"['1954736', '1954768', '1954785', '1954738']"
BKBMTEAM5---AUS01	"['DANIELS Dyson', 'GIDDEY Josh', 'MILLS Patty', 'GREEN Josh', 'INGLES Joe', 'DELLAVEDOVA Matthew', 'EXUM Dante', 'LANDALE Jock', 'KAY Nick', 'McVEIGH Jack', 'MAGNAY Will', 'REATH Duop']"	"['1940021', '1940028', '1940035', '1940029', '1940027', '1940200', '1940018', '1940025', '1940034', '1940023', '1940039', '1940020']"
BKBMTEAM5---BRA01	"['SANTOS Yago', 'FELICIO Cristiano', 'LOUZADA Didi', 'BENITE Vitor', 'HUERTAS Marcelinho', 'SANTOS Gui', 'MEINDL Leo', 'NETO Raul', 'de PAULA Georginho', 'CARDOSO Joao', 'CABOCLO Bruno', 'DIAS Lucas']"	"['1952505', '1952468', '1952494', '1952502', '1952491', '1952482', '1952488', '1952497', '1952481', '1952485', '1952466', '1952490']"
BKBMTEAM5---CAN01	"['DORT Luguentz', 'ALEXANDER-WALKER Nickeil', 'GILGEOUS-ALEXANDER Shai', 'EJIM Melvin', 'MURRAY Jamal', 'POWELL Dwight', 'LYLES Trey', 'BARRETT Rj', 'OLYNYK Kelly', 'NEMBHARD Andrew', 'BROOKS Dillon', 'BIRCH Khem']"	"['1974948', '1974918', '1974957', '1974951', '1974987', '1975003', '1974979', '1974922', '1974993', '1974988', '1974936', '1974931']"
BKBMTEAM5---ESP01	"['BROWN Lorenzo', 'PRADILLA Jaime', 'FERNANDEZ Rudy', 'LOPEZ-AROSTEGUI Xabi', 'ALDAMA Santi', 'BRIZUELA Dario', 'DIAZ Alberto', 'HERNANGOMEZ Juancho', 'HERNANGOMEZ Willy', 'GARUBA Usman', 'ABRINES Alex', 'LLULL Sergio']"	"['1958472', '1958547', '1958498', '1958520', '1958458', '1958471', '1958487', '1958514', '1958513', '1958501', '1958457', '1958519']"
BKBMTEAM5---FRA01	"['NTILIKINA Frank', 'BATUM Nicolas', 'ALBICY Andrew', 'YABUSELE Guerschon', 'CORDINIER Isaia', 'FOURNIER Evan', 'de COLO Nando', 'LESSORT Mathias', 'GOBERT Rudy', 'WEMBANYAMA Victor', 'STRAZEL Matthew', 'COULIBALY Bilal']"	"['1573636', '1573628', '1573627', '1573638', '1573640', '1573632', '1573630', '1573634', '1573633', '1573639', '1573660', '1573642']"
BKBMTEAM5---GER01	"['BONGA Isaac', 'da SILVA Oscar', 'LO Maodo', 'GIFFEY Niels', 'WEILER-BABB Nick', 'VOIGTMANN Johannes', 'WAGNER Franz', 'THEIS Daniel', 'WAGNER Moritz', 'SCHRODER Dennis', 'THIEMANN Johannes', 'OBST Andreas']"	"['1898824', '1898825', '1898813', '1898811', '1898892', '1898815', '1898850', '1898814', '1898845', '1898800', '1898839', '1898802']"
BKBMTEAM5---GRE01	"['WALKUP Thomas', 'LARENTZAKIS Giannoulis', 'MORAITIS Dimitris', 'TOLIOPOULOS Vasilis', 'CALATHES Nick', 'KALAITZAKIS Panagiotis', 'PAPAGIANNIS Georgios', 'CHARALAMPOPOULOS Vasilis', 'PAPANIKOLAOU Kostas', 'CHOUGKAZ Nikos', 'ANTETOKOUNMPO Giannis', 'MITOGLOU Dinos']"	"['1977111', '1961266', '1961272', '1961279', '1961259', '1961262', '1961275', '1961260', '1961276', '1977095', '1961255', '1961270']"
BKBMTEAM5---JPN01	"['TOGASHI Yuki', 'JACOBS Akira', 'KAWAMURA Yuki', 'HIEJIMA Makoto', 'TOEWS Kai', 'HACHIMURA Rui', 'WATANABE Yuta', 'BABA Yudai', 'HAWKINSON Josh', 'TOMINAGA Keisei', 'WATANABE Hugh', 'YOSHII Hirotaka']"	"['1901957', '1901906', '1901919', '1901958', '1901921', '1901952', '1901954', '1901953', '1901894', '1901949', '1901955', '1901924']"
BKBMTEAM5---PUR01	"['PINEIRO Isaiah', 'CONDITT IV George', 'HOWARD Jordan', 'REED Davon', 'ALVARADO Jose', 'THOMPSON JR. Stephen', 'FORD Aleem', 'CLAVELL Gian', 'ROMERO Ismael', 'ORTIZ Christopher', 'TORO Arnaldo', 'WATERS Tremont']"	"['1562026', '1926464', '1926536', '1926569', '1926540', '1926485', '1926542', '1926484', '1926541', '1926458', '1562033', '1926539']"
BKBMTEAM5---SRB01	"['PLAVSIC Uros', 'PETRUSEV Filip', 'JOVIC Nikola', 'BOGDANOVIC Bogdan', 'MARINKOVIC Vanja', 'DOBRIC Ognjen', 'JOKIC Nikola', 'MICIC Vasilije', 'GUDURIC Marko', 'DAVIDOVAC Dejan', 'AVRAMOVIC Aleksa', 'MILUTINOV Nikola']"	"['1948421', '1948420', '1948413', '1948404', '1948416', '1948407', '1948411', '1948417', '1948408', '1948405', '1948402', '1948418']"
BKBMTEAM5---SSD01	"['JONES Carlik', 'OMOT Nuni', 'MALUACH Khaman', 'KUOL Bul', 'KUANY Kuany', 'GABRIEL Wenyen', 'THOR Jt', 'SHAYOK Marial', 'MAKOI Jackson', 'DENG Majok', 'JOK Peter', 'DECH Sunday']"	"['1966622', '1969253', '1969115', '1968967', '1968949', '1966032', '1969322', '1969315', '1968994', '1966028', '1966625', '1966022']"
BKBMTEAM5---USA01	"['CURRY Stephen', 'EDWARDS Anthony', 'JAMES LeBron', 'DURANT Kevin', 'WHITE Derrick', 'HALIBURTON Tyrese', 'TATUM Jayson', 'EMBIID Joel', 'HOLIDAY Jrue', 'ADEBAYO Bam', 'DAVIS Anthony', 'BOOKER Devin']"	"['1954698', '1954701', '1954714', '1954700', '1954724', '1954705', '1954684', '1954683', '1954709', '1954688', '1954699', '1954687']"
BKBWTEAM5---AUS01	"['MELBOURNE Jade', 'WALLACE Kristy', 'TALBOT Steph', 'MADGEN Tess', 'SMITH Alanna', 'MAGBEGOR Ezi', 'TOLO Marianna', 'GEORGE Cayla', 'ATWELL Amy', 'BORLASE Isobel', 'JACKSON Lauren', 'WHITCOMB Sami']"	"['1939955', '1939956', '1939970', '1939971', '1939943', '1939952', '1939964', '1939948', '1939946', '1939954', '1939959', '1939967']"
BKBWTEAM5---BEL01	"['RAMETTE Elise', 'DELAERE Antonia', 'RESIMONT Laure', 'MEESSEMAN Emma', 'LINSKENS Kyara', 'CLAESSENS Nastja', 'MUNUNGA Bethy', 'MASSEY Becky', 'LISOWA MBAKA Maxuella', 'MASSEY Billie', 'VANLOO Julie', 'JORIS Ine']"	"['1895626', '1895615', '1895627', '1895625', '1895621', '1895614', '1903118', '1895623', '1895622', '1895624', '1915361', '1944077']"
BKBWTEAM5---CAN01	"['COLLEY Shay', 'HILL Sami', 'NURSE Kia', 'CARLETON Bridget', 'PROSPER Cassandre', 'EJIM Yvonne', 'ACHONWA Natalie', 'SWORDS Syla', 'ALEXANDER Kayla', 'AMIHERE Laeticia', 'FIELDS Nirra', 'EDWARDS Aaliyah']"	"['1974942', '1974965', '1974990', '1974938', '1975006', '1974952', '1974913', '1975020', '1974916', '1974919', '1974954', '1974950']"
BKBWTEAM5---CHN01	"['LI Yuan', 'WANG Siyu', 'WU Tongtong', 'YANG Liwei', 'YANG Shuyu', 'LI Meng', 'ZHANG Ru', 'HUANG Sijing', 'LUO Xinyu', 'SUN Mengran', 'LI Yueru', 'HAN Xu']"	"['1901740', '1901739', '1901750', '1901751', '1901752', '1901746', '1901753', '1901744', '1901748', '1901756', '1901747', '1901743']"
BKBWTEAM5---ESP01	"['ORTIZ Mariona', 'GIL Laura', 'TORRENS Alba', 'ARAUJO Maria', 'CASAS Queralt', 'ROMERO Leticia', 'RODRIGUEZ Leonor', 'CAZORLA Maite', 'VILARO Andrea', 'GUSTAFSON Megan', 'GINZO Paula', 'CONDE Maria']"	"['1958537', '1958502', '1958566', '1958545', '1958478', '1958555', '1958553', '1958479', '1958572', '1958509', '1958505', '1958481']"
BKBWTEAM5---FRA01	"['FAUTHOUX Marine', 'CHERY Alexia', 'MICHEL BOURY Sarah', 'AYAYI Valeriane', 'RUPERT Iliana', 'SALAUN Janelle', 'MALONGA Dominique', 'WILLIAMS Gabby', 'BADIANE Marieme', 'JOHANNES Marine', 'LACAN Leila', 'BERNIES Romane']"	"['1573445', '1573442', '1573452', '1573439', '1573454', '1573455', '1573451', '1573457', '1573440', '1573448', '1573449', '1573441']"
BKBWTEAM5---GER01	"['SABALLY Satou', 'PETERSON Alexis', 'WILKE Alexandra', 'SABALLY Nyara', 'GUELICH Marie', 'FIEBICH Leonie', 'GEISELSODER Luisa', 'HARTMANN Alina', 'BUHNER Frieda', 'BESSOIR Emily', 'SONTAG Lina', 'BAR Romy']"	"['1898822', '1898808', '1898849', '1898830', '1898841', '1898851', '1898819', '1898817', '1898859', '1898832', '1898854', '1898794']"
BKBWTEAM5---JPN01	"['MAWULI Stephanie', 'TAKADA Maki', 'YOSHIDA Asami', 'MACHIDA Rui', 'MOTOHASHI Nako', 'YAMAMOTO Mai', 'HAYASHI Saki', 'MAWULI Evelyn', 'MIYAZAKI Saori', 'MIYAZAWA Yuki', 'TODO Nanako', 'AKAHO Himawari']"	"['1901878', '1901888', '1901887', '1901890', '1901886', '1901877', '1901885', '1901884', '1901883', '1901891', '1901879', '1901882']"
BKBWTEAM5---NGR01	"['OKONKWO Amy', 'KUNAIYI-AKPANAH Pallas', 'BALOGUN Elizabeth', 'TAIWO Tomi ', 'EBO Lauren', 'OKORO Ifunanya', 'AMUKAMARA Promise', 'MUSA Murjanatu', 'EJIOFOR Blessing', 'KALU Ezinne', 'ADEYEYE Adebola', 'ENABOSI Nicole']"	"['1925905', '1925856', '1916470', '1925951', '1925840', '1925944', '1916454', '1925869', '1916925', '1976238', '1925835', '1916973']"
BKBWTEAM5---PUR01	"['PAGAN India', 'HOLLINGSHED Mya', 'ROSADO Pamela', 'GUIRANTES Arella', 'BENITEZ Jacqueline', 'JONES Brianna', 'MELENDEZ Tayra', 'SAN ANTONIO Trinity', 'QUINONES Isalys', 'ROMA Sofia', 'PEREZ Mariah', 'GIBSON Ali']"	"['1550025', '1550027', '1550028', '1550031', '1550032', '1550035', '1550042', '1550045', '1550051', '1926340', '1926343', '1926355']"
BKBWTEAM5---SRB01	"['RACA Ivana', 'CADJO Sasa', 'JOVANOVIC Nevena', 'ANDERSON Yvonne', 'STANKOVIC Dragana', 'NOGIC Jovana', 'JANKOVIC Masa', 'KATANIC Aleksandra', 'DUGALIC Angela', 'KRAJISNIK Tina', 'DJORDJEVIC Mina', 'SMAILBEGOVIC Nadija']"	"['1948732', '1948680', '1948694', '1948670', '1948738', '1948729', '1948690', '1948698', '1948688', '1948702', '1948685', '1948735']"
BKBWTEAM5---USA01	"['LOYD Jewell', 'PLUM Kelsey', 'IONESCU Sabrina', 'COPPER Kahleah', 'GRAY Chelsea', ""WILSON A'ja"", 'STEWART Breanna', 'COLLIER Napheesa', 'TAURASI Diana', 'YOUNG Jackie', 'THOMAS Alyssa', 'GRINER Brittney']"	"['1954742', '1954748', '1954739', '1954730', '1954734', '1954757', '1954752', '1954729', '1954753', '1954758', '1954754', '1954735']"
CSPMC2-500M-AIN01	"['PETROV Zakhar', 'KOROVASHKOV Alexey']"	"['1979110', '1979109']"
CSPMC2-500M-ANG01	"['ANTONIO Manuel', 'SANDA Benilson']"	"['1896956', '1896963']"
CSPMC2-500M-BRA01	"['NASCIMENTO GODMANN Jacky Jamael', 'QUEIROZ Isaquias']"	"['1952596', '1952595']"
CSPMC2-500M-CHN01	"['LIU Hao', 'JI Bowen']"	"['1927393', '1927392']"
CSPMC2-500M-CZE01	"['FUKSA Petr', 'FUKSA Martin']"	"['1878717', '1878716']"
CSPMC2-500M-ESP01	"['MORENO Joan Antoni', 'DOMINGUEZ Diego']"	"['1954023', '1953996']"
CSPMC2-500M-FRA01	"['LEONARD Loic', 'BART Adrien']"	"['1880494', '1880456']"
CSPMC2-500M-GER01	"['KRETSCHMER Peter', 'HECKER Tim']"	"['1913735', '1913750']"
CSPMC2-500M-HUN01	"['ADOLF Balazs', 'HAJDU Jonatan Daniel']"	"['1568239', '1568765']"
CSPMC2-500M-ITA01	"['CASADEI Gabriele', 'TACCHINI Carlo']"	"['1548871', '1548868']"
CSPMC2-500M-KAZ01	"['YEMELYANOV Sergey', 'KHAIDAROV Timur']"	"['1935421', '1935431']"
CSPMC2-500M-NZL01	"['BROWN Max', 'CLANCY Grant']"	"['1945376', '1945385']"
CSPMC2-500M-ROU01	"['SPRINCEAN Ilie', 'NUTA Oleg']"	"['1541570', '1541569']"
CSPMK2-500M-AUS01	"['van der WESTHUYZEN Jean', 'GREEN Tom']"	"['1940218', '1940223']"
CSPMK2-500M-CAN01	"['POULIN Pierre-Luc', 'McTAVISH Simon']"	"['1964548', '1964577']"
CSPMK2-500M-CHN01	"['BU Tingkai', 'ZHANG Dong']"	"['1927418', '1927416']"
CSPMK2-500M-CZE01	"['SPICAR Jakub', 'HAVEL Daniel']"	"['1878737', '1878719']"
CSPMK2-500M-ESP01	"['AREVALO Carlos', 'GERMADE Rodrigo']"	"['1953983', '1954008']"
CSPMK2-500M-ESP02	"['del RIO Adrian', 'COOPER Marcus']"	"['1953995', '1954051']"
CSPMK2-500M-GER01	"['SCHOPF Jacob', 'LEMKE Max']"	"['1913746', '1913736']"
CSPMK2-500M-GER02	"['RENDSCHMIDT Max', 'LIEBSCHER-LUCZ Tom']"	"['1913740', '1913737']"
CSPMK2-500M-HUN01	"['NADAS Bence', 'TOTKA Sandor']"	"['1570441', '1570845']"
CSPMK2-500M-HUN02	"['KOPASZ Balint', 'VARGA Adam']"	"['1569972', '1570863']"
CSPMK2-500M-KAZ01	"['RAMATULLA Bekarys', 'TOKARNYTSKYI Sergii']"	"['1935423', '1935426']"
CSPMK2-500M-LTU01	"['MALDONIS Mindaugas', 'OLIJNIK Andrej']"	"['1888808', '1888820']"
CSPMK2-500M-NZL01	"['LEGARTH Hamish', 'IMRIE Kurtis']"	"['1945370', '1945395']"
CSPMK2-500M-POL01	"['STEPUN Jakub', 'KORSAK Przemyslaw']"	"['1942572', '1942591']"
CSPMK2-500M-POR01	"['RIBEIRO Joao', 'BAPTISTA Messias']"	"['1937429', '1937434']"
CSPMK2-500M-RSA01	"['LOVEMORE Hamish', 'BIRKETT Andrew James']"	"['1908592', '1908557']"
CSPMK2-500M-SRB01	"['DZOMBETA Andjelo', 'TORUBAROV Vladimir']"	"['1948357', '1948362']"
CSPMK2-500M-SRB02	"['NOVAKOVIC Marko', 'DRAGOSAVLJEVIC Marko']"	"['1948360', '1948356']"
CSPMK2-500M-UKR01	"['KUKHARYK Oleh', 'TRUNOV Ihor']"	"['1897157', '1897158']"
CSPMK2-500M-USA01	"['ECKER Jonas', 'SMALL Aaron']"	"['1955121', '1955141']"
CSPMK4-500M-AUS01	"['FITZSIMMONS Riley', 'van der WESTHUYZEN Pierre', 'COLLINS Jackson', 'HAVARD Noah']"	"['1940222', '1940221', '1940217', '1940220']"
CSPMK4-500M-CAN01	"['MATVEEV Nicholas', 'POULIN Pierre-Luc', 'LAVIGNE Laurent', 'McTAVISH Simon']"	"['1964559', '1964548', '1964545', '1964577']"
CSPMK4-500M-CHN01	"['BU Tingkai', 'WANG Congkang', 'ZHANG Dong', 'DONG Yi']"	"['1927418', '1927417', '1927416', '1927419']"
CSPMK4-500M-DEN01	"['AASMUL Victor Gairy', 'MADSEN Lasse Bro', 'GRAVERSEN Morten', 'SIBBERSEN Magnus']"	"['1892441', '1892427', '1892438', '1892424']"
CSPMK4-500M-ESP01	"['CRAVIOTTO Saul', 'AREVALO Carlos', 'COOPER Marcus', 'GERMADE Rodrigo']"	"['1953992', '1953983', '1954051', '1954008']"
CSPMK4-500M-GER01	"['RENDSCHMIDT Max', 'LEMKE Max', 'SCHOPF Jacob', 'LIEBSCHER-LUCZ Tom']"	"['1913740', '1913736', '1913746', '1913737']"
CSPMK4-500M-HUN01	"['NADAS Bence', 'CSIZMADIA Kolos Attila', 'KULI Istvan', 'TOTKA Sandor']"	"['1570441', '1568360', '1570022', '1570845']"
CSPMK4-500M-LTU01	"['MALDONIS Simonas', 'MALDONIS Mindaugas', 'NAVAKAUSKAS Ignas', 'SEJA Arturas']"	"['1888839', '1888808', '1888826', '1888831']"
CSPMK4-500M-NZL01	"['BROWN Max', 'CLANCY Grant', 'IMRIE Kurtis', 'LEGARTH Hamish']"	"['1945376', '1945385', '1945395', '1945370']"
CSPMK4-500M-SRB01	"['DZOMBETA Andjelo', 'NOVAKOVIC Marko', 'DRAGOSAVLJEVIC Marko', 'TORUBAROV Vladimir']"	"['1948357', '1948360', '1948356', '1948362']"
CSPMK4-500M-UKR01	"['KUKHARYK Oleh', 'DANYLENKO Dmytro', 'TRUNOV Ihor', 'SEMYKIN Ivan']"	"['1897157', '1897159', '1897158', '1897160']"
CSPWC2-500M-CAN01	"['MACKENZIE Sloan', 'VINCENT Katie']"	"['1964583', '1964547']"
CSPWC2-500M-CHI01	"['MAILLIARD Maria Jose', 'GOMEZ Paula']"	"['1935491', '1935477']"
CSPWC2-500M-CHN01	"['XU Shixiao', 'SUN Mengya']"	"['1927382', '1927383']"
CSPWC2-500M-CUB01	"['CIRILO DUBOYS Yarisleidis', 'LOPEZ LAMADRID Yinnoly Francheska']"	"['1564506', '1564508']"
CSPWC2-500M-ESP01	"['JACOME Antia', 'CORBERA Maria']"	"['1954014', '1953989']"
CSPWC2-500M-FRA01	"['RENARD Axelle', 'DORANGE Eugenie']"	"['1880507', '1880467']"
CSPWC2-500M-GER01	"['JAHN Lisa', 'KLIEMKE Hedi Moana']"	"['1913745', '1913796']"
CSPWC2-500M-HUN01	"['KISS Agnes Anna', 'NAGY Bianka']"	"['1569080', '1570443']"
CSPWC2-500M-KAZ01	"['BROVKOVA Mariya', 'ISKAKOVA Rufina']"	"['1935417', '1935434']"
